Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2020-12-30,Madhya Pradesh,877,12,872,10931,2070,263,8.02,0,87.0,292391,2537,290766,2.38,0.3,0.12564367816091954,0.87,99.44
2020-12-31,Madhya Pradesh,1388,12,1386,17393,2473,1445,7.98,0,87.0,293779,2549,292152,2.84,1.66,0.19991954022988506,0.87,99.45
2021-01-01,Madhya Pradesh,364,1,357,4270,2334,894,8.52,6,87.0,294143,2550,292509,2.68,1.03,0.049080459770114944,0.87,99.44
2021-01-02,Madhya Pradesh,433,2,431,5682,806,381,7.62,0,87.0,294576,2552,292940,0.93,0.44,0.0653103448275862,0.87,99.44
2021-01-03,Madhya Pradesh,969,3,961,12405,2623,2574,7.81,5,87.0,295545,2555,293901,3.01,2.96,0.14258620689655171,0.86,99.44
2021-01-04,Madhya Pradesh,906,3,906,11130,4970,4200,8.14,0,87.0,296451,2558,294807,5.71,4.83,0.1279310344827586,0.86,99.45
2021-01-05,Madhya Pradesh,777,7,777,9884,4385,3806,7.86,0,87.0,297228,2565,295584,5.04,4.37,0.11360919540229886,0.86,99.45
2021-01-06,Madhya Pradesh,793,4,786,10055,1287,338,7.89,3,87.0,298021,2569,296370,1.48,0.39,0.11557471264367816,0.86,99.45
2021-01-07,Madhya Pradesh,1219,7,1213,15332,1775,1337,7.95,0,87.0,299240,2576,297583,2.04,1.54,0.17622988505747125,0.86,99.45
2021-01-08,Madhya Pradesh,681,5,673,8367,3404,2680,8.14,3,87.0,299921,2581,298256,3.91,3.08,0.09617241379310344,0.86,99.44
2021-01-09,Madhya Pradesh,1544,20,1539,19253,72,67,8.02,0,87.0,301465,2601,299795,0.08,0.08,0.22129885057471263,0.86,99.45
2021-01-10,Madhya Pradesh,174,2,168,2321,2414,1485,7.5,4,87.0,301639,2603,299963,2.77,1.71,0.02667816091954023,0.86,99.44
2021-01-11,Madhya Pradesh,60,0,53,875,3551,2041,6.86,7,87.0,301699,2603,300016,4.08,2.35,0.010057471264367816,0.86,99.44
2021-01-12,Madhya Pradesh,1273,14,1271,16346,3433,1750,7.79,0,87.0,302972,2617,301287,3.95,2.01,0.18788505747126436,0.86,99.44
2021-01-13,Madhya Pradesh,1594,23,1590,19589,1372,242,8.14,0,87.0,304566,2640,302877,1.58,0.28,0.22516091954022988,0.87,99.45
2021-01-14,Madhya Pradesh,1197,16,1191,14886,3515,1883,8.04,0,87.0,305763,2656,304068,4.04,2.16,0.17110344827586207,0.87,99.45
2021-01-15,Madhya Pradesh,544,6,540,7083,321,294,7.68,0,87.0,306307,2662,304608,0.37,0.34,0.08141379310344828,0.87,99.45
2021-01-16,Madhya Pradesh,481,3,479,5934,4285,3037,8.11,0,87.0,306788,2665,305087,4.93,3.49,0.06820689655172414,0.87,99.45
2021-01-17,Madhya Pradesh,1019,8,1017,12749,2442,1417,7.99,0,87.0,307807,2673,306104,2.81,1.63,0.14654022988505747,0.87,99.45
2021-01-18,Madhya Pradesh,406,4,406,5445,2007,1493,7.46,0,87.0,308213,2677,306510,2.31,1.72,0.06258620689655173,0.87,99.45
2021-01-19,Madhya Pradesh,1349,4,1347,16744,1532,347,8.06,0,87.0,309562,2681,307857,1.76,0.4,0.19245977011494253,0.87,99.45
2021-01-20,Madhya Pradesh,1370,4,1369,17412,1608,1011,7.87,0,87.0,310932,2685,309226,1.85,1.16,0.20013793103448277,0.86,99.45
2021-01-21,Madhya Pradesh,353,1,344,4619,175,174,7.64,8,87.0,311285,2686,309570,0.2,0.2,0.053091954022988504,0.86,99.45
2021-01-22,Madhya Pradesh,1053,12,1045,13365,1113,946,7.88,0,87.0,312338,2698,310615,1.28,1.09,0.15362068965517242,0.86,99.45
2021-01-23,Madhya Pradesh,198,1,190,2273,2027,372,8.71,7,87.0,312536,2699,310805,2.33,0.43,0.026126436781609197,0.86,99.45
2021-01-24,Madhya Pradesh,339,1,332,4319,345,29,7.85,6,87.0,312875,2700,311137,0.4,0.03,0.04964367816091954,0.86,99.44
2021-01-25,Madhya Pradesh,706,4,702,8942,2408,1065,7.9,0,87.0,313581,2704,311839,2.77,1.22,0.1027816091954023,0.86,99.44
2021-01-26,Madhya Pradesh,336,4,333,4066,2007,52,8.26,0,87.0,313917,2708,312172,2.31,0.06,0.04673563218390805,0.86,99.44
2021-01-27,Madhya Pradesh,1019,10,1010,12905,1060,875,7.9,0,87.0,314936,2718,313182,1.22,1.01,0.14833333333333334,0.86,99.44
2021-01-28,Madhya Pradesh,1187,4,1178,14431,2695,2202,8.23,5,87.0,316123,2722,314360,3.1,2.53,0.1658735632183908,0.86,99.44
2021-01-29,Madhya Pradesh,278,2,271,3687,1047,716,7.54,5,87.0,316401,2724,314631,1.2,0.82,0.042379310344827587,0.86,99.44
2021-01-30,Madhya Pradesh,450,5,446,5512,3730,925,8.16,0,87.0,316851,2729,315077,4.29,1.06,0.06335632183908046,0.86,99.44
2021-01-31,Madhya Pradesh,170,1,166,1942,4674,1071,8.75,3,87.0,317021,2730,315243,5.37,1.23,0.02232183908045977,0.86,99.44
2021-02-01,Madhya Pradesh,1043,11,1038,13408,1126,425,7.78,0,87.0,318064,2741,316281,1.29,0.49,0.15411494252873564,0.86,99.44
2021-02-02,Madhya Pradesh,1564,13,1556,19425,3837,3386,8.05,0,87.0,319628,2754,317837,4.41,3.89,0.22327586206896552,0.86,99.44
2021-02-03,Madhya Pradesh,899,4,898,10966,1561,277,8.2,0,87.0,320527,2758,318735,1.79,0.32,0.12604597701149425,0.86,99.44
2021-02-04,Madhya Pradesh,1560,10,1560,19371,2677,2556,8.05,0,87.0,322087,2768,320295,3.08,2.94,0.2226551724137931,0.86,99.44
2021-02-05,Madhya Pradesh,954,3,954,12232,638,511,7.8,0,87.0,323041,2771,321249,0.73,0.59,0.1405977011494253,0.86,99.45
2021-02-06,Madhya Pradesh,1040,9,1033,12736,277,249,8.17,0,87.0,324081,2780,322282,0.32,0.29,0.14639080459770115,0.86,99.44
2021-02-07,Madhya Pradesh,639,3,631,8227,4220,3236,7.77,5,87.0,324720,2783,322913,4.85,3.72,0.0945632183908046,0.86,99.44
2021-02-08,Madhya Pradesh,1052,6,1050,13639,3263,2265,7.71,0,87.0,325772,2789,323963,3.75,2.6,0.15677011494252874,0.86,99.44
2021-02-09,Madhya Pradesh,830,7,830,10378,231,63,8.0,0,87.0,326602,2796,324793,0.27,0.07,0.11928735632183908,0.86,99.45
2021-02-10,Madhya Pradesh,467,5,460,5796,893,841,8.06,2,87.0,327069,2801,325253,1.03,0.97,0.06662068965517241,0.86,99.44
2021-02-11,Madhya Pradesh,1086,13,1080,13637,3327,209,7.96,0,87.0,328155,2814,326333,3.82,0.24,0.1567471264367816,0.86,99.44
2021-02-12,Madhya Pradesh,620,2,617,7619,1085,614,8.14,1,87.0,328775,2816,326950,1.25,0.71,0.08757471264367817,0.86,99.44
2021-02-13,Madhya Pradesh,1111,4,1109,13632,253,24,8.15,0,87.0,329886,2820,328059,0.29,0.03,0.1566896551724138,0.85,99.45
2021-02-14,Madhya Pradesh,701,7,692,8525,1292,744,8.22,2,87.0,330587,2827,328751,1.49,0.86,0.09798850574712643,0.86,99.44
2021-02-15,Madhya Pradesh,1359,5,1359,16699,3728,2732,8.14,0,87.0,331946,2832,330110,4.29,3.14,0.1919425287356322,0.85,99.45
2021-02-16,Madhya Pradesh,1511,14,1508,18966,2303,1,7.97,0,87.0,333457,2846,331618,2.65,0.0,0.218,0.85,99.45
2021-02-17,Madhya Pradesh,1384,8,1384,17341,952,2,7.98,0,87.0,334841,2854,333002,1.09,0.0,0.19932183908045978,0.85,99.45
2021-02-18,Madhya Pradesh,718,5,711,8804,267,64,8.16,2,87.0,335559,2859,333713,0.31,0.07,0.10119540229885057,0.85,99.45
2021-02-19,Madhya Pradesh,1215,15,1209,15104,1147,250,8.04,0,87.0,336774,2874,334922,1.32,0.29,0.17360919540229885,0.85,99.45
2021-02-20,Madhya Pradesh,513,7,509,6442,1603,952,7.96,0,87.0,337287,2881,335431,1.84,1.09,0.07404597701149425,0.85,99.45
2021-02-21,Madhya Pradesh,907,3,903,11506,3902,1684,7.88,1,87.0,338194,2884,336334,4.49,1.94,0.13225287356321838,0.85,99.45
2021-02-22,Madhya Pradesh,848,3,847,10567,1514,544,8.02,0,87.0,339042,2887,337181,1.74,0.63,0.12145977011494252,0.85,99.45
2021-02-23,Madhya Pradesh,1577,14,1569,19451,4827,165,8.11,0,87.0,340619,2901,338750,5.55,0.19,0.22357471264367815,0.85,99.45
2021-02-24,Madhya Pradesh,1008,4,1000,12281,250,233,8.21,4,87.0,341627,2905,339750,0.29,0.27,0.14116091954022988,0.85,99.45
2021-02-25,Madhya Pradesh,843,3,841,10351,2262,2045,8.14,0,87.0,342470,2908,340591,2.6,2.35,0.11897701149425287,0.85,99.45
2021-02-26,Madhya Pradesh,1300,13,1298,15878,60,50,8.19,0,87.0,343770,2921,341889,0.07,0.06,0.18250574712643677,0.85,99.45
2021-02-27,Madhya Pradesh,1051,8,1042,13497,4050,891,7.79,1,87.0,344821,2929,342931,4.66,1.02,0.15513793103448276,0.85,99.45
2021-02-28,Madhya Pradesh,252,2,246,3189,2530,1100,7.9,4,87.0,345073,2931,343177,2.91,1.26,0.036655172413793104,0.85,99.45
2021-03-01,Madhya Pradesh,92,1,83,1021,4779,1992,9.01,8,87.0,345165,2932,343260,5.49,2.29,0.011735632183908046,0.85,99.45
2021-03-02,Madhya Pradesh,1065,15,1060,13340,434,337,7.98,0,87.0,346230,2947,344320,0.5,0.39,0.15333333333333332,0.85,99.45
2021-03-03,Madhya Pradesh,1190,15,1187,14431,3599,162,8.25,0,87.0,347420,2962,345507,4.14,0.19,0.1658735632183908,0.85,99.45
2021-03-04,Madhya Pradesh,1392,5,1388,17523,3503,987,7.94,0,87.0,348812,2967,346895,4.03,1.13,0.20141379310344829,0.85,99.45
2021-03-05,Madhya Pradesh,626,5,625,7924,4418,4066,7.9,0,87.0,349438,2972,347520,5.08,4.67,0.09108045977011495,0.85,99.45
2021-03-06,Madhya Pradesh,271,2,265,3619,1902,1746,7.49,4,87.0,349709,2974,347785,2.19,2.01,0.041597701149425285,0.85,99.45
2021-03-07,Madhya Pradesh,294,4,289,3341,2350,1802,8.8,1,87.0,350003,2978,348074,2.7,2.07,0.03840229885057471,0.85,99.45
2021-03-08,Madhya Pradesh,1500,19,1499,18821,3633,902,7.97,0,87.0,351503,2997,349573,4.18,1.04,0.21633333333333332,0.85,99.45
2021-03-09,Madhya Pradesh,640,7,633,7673,2926,277,8.34,0,87.0,352143,3004,350206,3.36,0.32,0.08819540229885058,0.85,99.45
2021-03-10,Madhya Pradesh,1488,11,1480,18519,2237,642,8.03,0,87.0,353631,3015,351686,2.57,0.74,0.21286206896551724,0.85,99.45
2021-03-11,Madhya Pradesh,832,9,823,10545,4024,1422,7.89,0,87.0,354463,3024,352509,4.63,1.63,0.12120689655172413,0.85,99.45
2021-03-12,Madhya Pradesh,12,0,6,573,3389,2954,2.09,6,87.0,354475,3024,352515,3.9,3.4,0.006586206896551724,0.85,99.45
2021-03-13,Madhya Pradesh,269,3,263,3541,3840,1822,7.6,3,87.0,354744,3027,352778,4.41,2.09,0.04070114942528735,0.85,99.45
2021-03-14,Madhya Pradesh,176,2,169,2256,3247,599,7.8,5,87.0,354920,3029,352947,3.73,0.69,0.02593103448275862,0.85,99.44
2021-03-15,Madhya Pradesh,536,4,531,7297,3323,1811,7.35,1,87.0,355456,3033,353478,3.82,2.08,0.0838735632183908,0.85,99.44
2021-03-16,Madhya Pradesh,22,0,18,628,4450,620,3.5,4,87.0,355478,3033,353496,5.11,0.71,0.007218390804597701,0.85,99.44
2021-03-17,Madhya Pradesh,216,0,212,2633,1599,1230,8.2,4,87.0,355694,3033,353708,1.84,1.41,0.030264367816091955,0.85,99.44
2021-03-18,Madhya Pradesh,593,4,584,7393,2014,922,8.02,5,87.0,356287,3037,354292,2.31,1.06,0.08497701149425288,0.85,99.44
2021-03-19,Madhya Pradesh,937,9,934,11830,4460,1988,7.92,0,87.0,357224,3046,355226,5.13,2.29,0.13597701149425287,0.85,99.44
2021-03-20,Madhya Pradesh,775,4,770,9464,2675,937,8.19,1,87.0,357999,3050,355996,3.07,1.08,0.10878160919540229,0.85,99.44
2021-03-21,Madhya Pradesh,1574,15,1567,19927,461,204,7.9,0,87.0,359573,3065,357563,0.53,0.23,0.22904597701149426,0.85,99.44
2021-03-22,Madhya Pradesh,1427,14,1427,18149,229,147,7.86,0,87.0,361000,3079,358990,0.26,0.17,0.20860919540229886,0.85,99.44
2021-03-23,Madhya Pradesh,1545,16,1544,19202,4655,1829,8.05,0,87.0,362545,3095,360534,5.35,2.1,0.22071264367816093,0.85,99.45
2021-03-24,Madhya Pradesh,1347,20,1345,16595,4621,2866,8.12,0,87.0,363892,3115,361879,5.31,3.29,0.1907471264367816,0.86,99.45
2021-03-25,Madhya Pradesh,179,1,173,2269,3331,2546,7.89,5,87.0,364071,3116,362052,3.83,2.93,0.02608045977011494,0.86,99.45
2021-03-26,Madhya Pradesh,490,4,486,6552,1473,777,7.48,0,87.0,364561,3120,362538,1.69,0.89,0.07531034482758621,0.86,99.45
2021-03-27,Madhya Pradesh,1346,11,1343,16837,3641,3379,7.99,0,87.0,365907,3131,363881,4.19,3.88,0.1935287356321839,0.86,99.45
2021-03-28,Madhya Pradesh,478,2,475,6377,401,354,7.5,1,87.0,366385,3133,364356,0.46,0.41,0.07329885057471264,0.86,99.45
2021-03-29,Madhya Pradesh,1047,7,1044,13478,3114,535,7.77,0,87.0,367432,3140,365400,3.58,0.61,0.15491954022988505,0.85,99.45
2021-03-30,Madhya Pradesh,1510,11,1507,18700,4939,4384,8.07,0,87.0,368942,3151,366907,5.68,5.04,0.2149425287356322,0.85,99.45
2021-03-31,Madhya Pradesh,331,1,323,4363,4657,3962,7.59,7,87.0,369273,3152,367230,5.35,4.55,0.050149425287356324,0.85,99.45
2021-04-01,Madhya Pradesh,738,7,734,9096,1340,526,8.11,0,87.0,370011,3159,367964,1.54,0.6,0.10455172413793104,0.85,99.45
2021-04-02,Madhya Pradesh,512,4,503,6345,451,284,8.07,5,87.0,370523,3163,368467,0.52,0.33,0.07293103448275862,0.85,99.45
2021-04-03,Madhya Pradesh,1363,19,1356,16965,22,1,8.03,0,87.0,371886,3182,369823,0.03,0.0,0.195,0.86,99.45
2021-04-04,Madhya Pradesh,707,6,699,8709,4987,3716,8.12,2,87.0,372593,3188,370522,5.73,4.27,0.10010344827586207,0.86,99.44
2021-04-05,Madhya Pradesh,96,0,91,1342,924,833,7.15,5,87.0,372689,3188,370613,1.06,0.96,0.01542528735632184,0.86,99.44
2021-04-06,Madhya Pradesh,1394,5,1389,17318,1303,831,8.05,0,87.0,374083,3193,372002,1.5,0.96,0.19905747126436782,0.85,99.44
2021-04-07,Madhya Pradesh,123,0,116,1602,2037,1410,7.68,7,87.0,374206,3193,372118,2.34,1.62,0.018413793103448275,0.85,99.44
2021-04-08,Madhya Pradesh,1400,9,1393,17275,305,8,8.1,0,87.0,375606,3202,373511,0.35,0.01,0.1985632183908046,0.85,99.44
2021-04-09,Madhya Pradesh,1571,15,1566,19485,1733,939,8.06,0,87.0,377177,3217,375077,1.99,1.08,0.2239655172413793,0.85,99.44
2021-04-10,Madhya Pradesh,1541,13,1534,19569,1871,1489,7.87,0,87.0,378718,3230,376611,2.15,1.71,0.2249310344827586,0.85,99.44
2021-04-11,Madhya Pradesh,952,8,949,12336,4774,3276,7.72,0,87.0,379670,3238,377560,5.49,3.77,0.14179310344827586,0.85,99.44
2021-04-12,Madhya Pradesh,1153,4,1148,14754,2120,1529,7.81,1,87.0,380823,3242,378708,2.44,1.76,0.1695862068965517,0.85,99.44
2021-04-13,Madhya Pradesh,971,12,963,12171,3714,1888,7.98,0,87.0,381794,3254,379671,4.27,2.17,0.13989655172413792,0.85,99.44
2021-04-14,Madhya Pradesh,1238,5,1234,15879,3304,881,7.8,0,87.0,383032,3259,380905,3.8,1.01,0.18251724137931036,0.85,99.44
2021-04-15,Madhya Pradesh,591,8,589,7530,4974,2557,7.85,0,87.0,383623,3267,381494,5.72,2.94,0.08655172413793104,0.85,99.45
2021-04-16,Madhya Pradesh,496,1,496,5854,2480,2018,8.47,0,87.0,384119,3268,381990,2.85,2.32,0.06728735632183908,0.85,99.45
2021-04-17,Madhya Pradesh,1259,5,1253,16034,1159,137,7.85,1,87.0,385378,3273,383243,1.33,0.16,0.18429885057471265,0.85,99.45
2021-04-18,Madhya Pradesh,984,11,975,12691,985,283,7.75,0,87.0,386362,3284,384218,1.13,0.33,0.14587356321839082,0.85,99.45
2021-04-19,Madhya Pradesh,500,4,498,5920,4850,2948,8.45,0,87.0,386862,3288,384716,5.57,3.39,0.06804597701149426,0.85,99.45
2021-04-20,Madhya Pradesh,1076,14,1072,13346,4995,2969,8.06,0,87.0,387938,3302,385788,5.74,3.41,0.15340229885057471,0.85,99.45
2021-04-21,Madhya Pradesh,1495,9,1495,18603,473,462,8.04,0,87.0,389433,3311,387283,0.54,0.53,0.21382758620689654,0.85,99.45
2021-04-22,Madhya Pradesh,1284,7,1281,16005,1133,1088,8.02,0,87.0,390717,3318,388564,1.3,1.25,0.1839655172413793,0.85,99.45
2021-04-23,Madhya Pradesh,325,1,318,3887,0,0,8.36,6,87.0,391042,3319,388882,0.0,0.0,0.04467816091954023,0.85,99.45
2021-04-24,Madhya Pradesh,78,0,74,1080,4798,3237,7.22,4,87.0,391120,3319,388956,5.51,3.72,0.012413793103448275,0.85,99.45
2021-04-25,Madhya Pradesh,801,10,795,10154,4881,522,7.89,0,87.0,391921,3329,389751,5.61,0.6,0.11671264367816092,0.85,99.45
2021-04-26,Madhya Pradesh,1282,14,1275,15767,332,15,8.13,0,87.0,393203,3343,391026,0.38,0.02,0.18122988505747126,0.85,99.45
2021-04-27,Madhya Pradesh,198,1,189,2539,1422,588,7.8,8,87.0,393401,3344,391215,1.63,0.68,0.029183908045977012,0.85,99.44
2021-04-28,Madhya Pradesh,1170,10,1168,14987,127,2,7.81,0,87.0,394571,3354,392383,0.15,0.0,0.17226436781609195,0.85,99.45
2021-04-29,Madhya Pradesh,1234,10,1228,15256,4045,3448,8.09,0,87.0,395805,3364,393611,4.65,3.96,0.17535632183908045,0.85,99.45
2021-04-30,Madhya Pradesh,1449,18,1443,17986,2020,1528,8.06,0,87.0,397254,3382,395054,2.32,1.76,0.20673563218390806,0.85,99.45
2021-05-01,Madhya Pradesh,839,11,835,10637,4960,4071,7.89,0,87.0,398093,3393,395889,5.7,4.68,0.12226436781609196,0.85,99.45
2021-05-02,Madhya Pradesh,875,8,868,10584,3350,1375,8.27,0,87.0,398968,3401,396757,3.85,1.58,0.1216551724137931,0.85,99.45
2021-05-03,Madhya Pradesh,1014,5,1008,12918,4598,4213,7.85,1,87.0,399982,3406,397765,5.29,4.84,0.14848275862068966,0.85,99.45
2021-05-04,Madhya Pradesh,775,2,770,9774,2140,1499,7.93,3,87.0,400757,3408,398535,2.46,1.72,0.1123448275862069,0.85,99.45
2021-05-05,Madhya Pradesh,996,6,988,12494,4274,2052,7.97,2,87.0,401753,3414,399523,4.91,2.36,0.14360919540229886,0.85,99.44
2021-05-06,Madhya Pradesh,513,3,504,6091,3240,2883,8.42,6,87.0,402266,3417,400027,3.72,3.31,0.07001149425287356,0.85,99.44
2021-05-07,Madhya Pradesh,100,0,91,1471,650,637,6.8,9,87.0,402366,3417,400118,0.75,0.73,0.016908045977011493,0.85,99.44
2021-05-08,Madhya Pradesh,1092,8,1088,13312,4409,299,8.2,0,87.0,403458,3425,401206,5.07,0.34,0.15301149425287355,0.85,99.44
2021-05-09,Madhya Pradesh,678,3,674,8311,2475,1791,8.16,1,87.0,404136,3428,401880,2.84,2.06,0.0955287356321839,0.85,99.44
2021-05-10,Madhya Pradesh,981,6,973,11710,2215,711,8.38,2,87.0,405117,3434,402853,2.55,0.82,0.1345977011494253,0.85,99.44
2021-05-11,Madhya Pradesh,241,1,232,2956,1494,748,8.15,8,87.0,405358,3435,403085,1.72,0.86,0.033977011494252876,0.85,99.44
2021-05-12,Madhya Pradesh,572,7,567,6942,3147,2084,8.24,0,87.0,405930,3442,403652,3.62,2.4,0.07979310344827586,0.85,99.44
2021-05-13,Madhya Pradesh,72,0,71,904,1504,4,7.96,1,87.0,406002,3442,403723,1.73,0.0,0.010390804597701149,0.85,99.44
2021-05-14,Madhya Pradesh,627,7,623,7551,827,224,8.3,0,87.0,406629,3449,404346,0.95,0.26,0.08679310344827586,0.85,99.44
2021-05-15,Madhya Pradesh,1230,13,1226,15754,1571,1069,7.81,0,87.0,407859,3462,405572,1.81,1.23,0.18108045977011494,0.85,99.44
2021-05-16,Madhya Pradesh,434,3,427,5589,3745,1506,7.77,4,87.0,408293,3465,405999,4.3,1.73,0.06424137931034483,0.85,99.44
2021-05-17,Madhya Pradesh,975,2,972,12377,4584,3359,7.88,1,87.0,409268,3467,406971,5.27,3.86,0.14226436781609195,0.85,99.44
2021-05-18,Madhya Pradesh,763,8,761,9728,3475,1287,7.84,0,87.0,410031,3475,407732,3.99,1.48,0.11181609195402299,0.85,99.44
2021-05-19,Madhya Pradesh,731,3,723,9080,3078,2816,8.05,5,87.0,410762,3478,408455,3.54,3.24,0.10436781609195403,0.85,99.44
2021-05-20,Madhya Pradesh,840,8,833,10522,4393,1484,7.98,0,87.0,411602,3486,409288,5.05,1.71,0.12094252873563219,0.85,99.44
2021-05-21,Madhya Pradesh,607,7,602,7664,4613,1311,7.92,0,87.0,412209,3493,409890,5.3,1.51,0.0880919540229885,0.85,99.44
2021-05-22,Madhya Pradesh,586,5,583,7417,4920,4905,7.9,0,87.0,412795,3498,410473,5.66,5.64,0.0852528735632184,0.85,99.44
2021-05-23,Madhya Pradesh,88,0,85,776,3716,1095,11.34,3,87.0,412883,3498,410558,4.27,1.26,0.008919540229885057,0.85,99.44
2021-05-24,Madhya Pradesh,222,1,219,2763,3268,192,8.03,2,87.0,413105,3499,410777,3.76,0.22,0.031758620689655175,0.85,99.44
2021-05-25,Madhya Pradesh,366,3,362,4380,1718,471,8.36,1,87.0,413471,3502,411139,1.97,0.54,0.0503448275862069,0.85,99.44
2021-05-26,Madhya Pradesh,1435,7,1431,18251,1274,504,7.86,0,87.0,414906,3509,412570,1.46,0.58,0.20978160919540229,0.85,99.44
2021-05-27,Madhya Pradesh,1245,17,1243,15441,1783,635,8.06,0,87.0,416151,3526,413813,2.05,0.73,0.17748275862068966,0.85,99.44
2021-05-28,Madhya Pradesh,1309,8,1305,16178,679,419,8.09,0,87.0,417460,3534,415118,0.78,0.48,0.18595402298850575,0.85,99.44
2021-05-29,Madhya Pradesh,769,10,766,9686,3895,2846,7.94,0,87.0,418229,3544,415884,4.48,3.27,0.11133333333333334,0.85,99.44
2021-05-30,Madhya Pradesh,958,10,956,12096,1457,308,7.92,0,87.0,419187,3554,416840,1.67,0.35,0.13903448275862068,0.85,99.44
2021-05-31,Madhya Pradesh,1336,19,1331,16981,2306,1065,7.87,0,87.0,420523,3573,418171,2.65,1.22,0.19518390804597702,0.85,99.44
2021-06-01,Madhya Pradesh,452,2,446,5551,429,403,8.14,4,87.0,420975,3575,418617,0.49,0.46,0.06380459770114942,0.85,99.44
2021-06-02,Madhya Pradesh,375,3,367,4538,3110,1954,8.26,5,87.0,421350,3578,418984,3.57,2.25,0.05216091954022988,0.85,99.44
2021-06-03,Madhya Pradesh,91,1,84,1159,1905,1282,7.85,6,87.0,421441,3579,419068,2.19,1.47,0.01332183908045977,0.85,99.44
2021-06-04,Madhya Pradesh,1526,11,1523,19188,3052,1472,7.95,0,87.0,422967,3590,420591,3.51,1.69,0.22055172413793103,0.85,99.44
2021-06-05,Madhya Pradesh,507,3,503,6464,235,208,7.84,1,87.0,423474,3593,421094,0.27,0.24,0.07429885057471264,0.85,99.44
2021-06-06,Madhya Pradesh,899,10,896,11452,1949,812,7.85,0,87.0,424373,3603,421990,2.24,0.93,0.13163218390804599,0.85,99.44
2021-06-07,Madhya Pradesh,432,1,431,4801,1573,1319,9.0,0,87.0,424805,3604,422421,1.81,1.52,0.05518390804597701,0.85,99.44
2021-06-08,Madhya Pradesh,1559,11,1551,19451,1518,236,8.02,0,87.0,426364,3615,423972,1.74,0.27,0.22357471264367815,0.85,99.44
2021-06-09,Madhya Pradesh,1379,4,1375,17547,1788,1113,7.86,0,87.0,427743,3619,425347,2.06,1.28,0.2016896551724138,0.85,99.44
2021-06-10,Madhya Pradesh,1149,12,1147,14584,4974,2572,7.88,0,87.0,428892,3631,426494,5.72,2.96,0.167632183908046,0.85,99.44
2021-06-11,Madhya Pradesh,1362,10,1355,17109,605,296,7.96,0,87.0,430254,3641,427849,0.7,0.34,0.1966551724137931,0.85,99.44
2021-06-12,Madhya Pradesh,1563,15,1558,19546,4311,1265,8.0,0,87.0,431817,3656,429407,4.96,1.45,0.22466666666666665,0.85,99.44
2021-06-13,Madhya Pradesh,805,5,799,9920,1884,941,8.11,1,87.0,432622,3661,430206,2.17,1.08,0.11402298850574713,0.85,99.44
2021-06-14,Madhya Pradesh,1475,8,1469,17906,453,257,8.24,0,87.0,434097,3669,431675,0.52,0.3,0.20581609195402298,0.85,99.44
2021-06-15,Madhya Pradesh,348,2,342,4297,1369,696,8.1,4,87.0,434445,3671,432017,1.57,0.8,0.04939080459770115,0.84,99.44
2021-06-16,Madhya Pradesh,274,0,266,3408,543,112,8.04,8,87.0,434719,3671,432283,0.62,0.13,0.03917241379310345,0.84,99.44
2021-06-17,Madhya Pradesh,1455,9,1448,18424,3623,570,7.9,0,87.0,436174,3680,433731,4.16,0.66,0.21177011494252873,0.84,99.44
2021-06-18,Madhya Pradesh,288,3,283,3336,2360,1003,8.63,2,87.0,436462,3683,434014,2.71,1.15,0.038344827586206894,0.84,99.44
2021-06-19,Madhya Pradesh,1428,9,1422,17770,1102,954,8.04,0,87.0,437890,3692,435436,1.27,1.1,0.2042528735632184,0.84,99.44
2021-06-20,Madhya Pradesh,961,14,957,12050,2697,2539,7.98,0,87.0,438851,3706,436393,3.1,2.92,0.1385057471264368,0.84,99.44
2021-06-21,Madhya Pradesh,356,4,351,4758,117,46,7.48,1,87.0,439207,3710,436744,0.13,0.05,0.054689655172413795,0.84,99.44
2021-06-22,Madhya Pradesh,1266,11,1261,15764,3611,625,8.03,0,87.0,440473,3721,438005,4.15,0.72,0.1811954022988506,0.84,99.44
2021-06-23,Madhya Pradesh,1551,22,1542,19541,1586,177,7.94,0,87.0,442024,3743,439547,1.82,0.2,0.22460919540229884,0.85,99.44
2021-06-24,Madhya Pradesh,435,4,428,5357,2951,409,8.12,3,87.0,442459,3747,439975,3.39,0.47,0.06157471264367816,0.85,99.44
2021-06-25,Madhya Pradesh,488,5,479,6233,3794,13,7.83,4,87.0,442947,3752,440454,4.36,0.01,0.07164367816091954,0.85,99.44
2021-06-26,Madhya Pradesh,759,3,755,9572,3577,3520,7.93,1,87.0,443706,3755,441209,4.11,4.05,0.11002298850574713,0.85,99.44
2021-06-27,Madhya Pradesh,319,2,313,3993,4057,3868,7.99,4,87.0,444025,3757,441522,4.66,4.45,0.04589655172413793,0.85,99.44
2021-06-28,Madhya Pradesh,322,2,313,4058,389,316,7.93,7,87.0,444347,3759,441835,0.45,0.36,0.04664367816091954,0.85,99.43
